Sum of transaction_id,transaction_time,transaction_qty,Sum of unit_price,Sum of Total_bill,Year,Month,Day,Sum of product_id,store_location,Sum of store_id,Size,product_type,product_detail,product_category,Month Name,Sum of Month,Sum of Hour,Sum of Day of Week,Day Name
171,1899-12-30 12:09:12,2,2,5,2023,January,1,50,Hell's Kitchen,8,Regular,Brewed Black tea,Earl Grey,Tea,January,1,12,0,Sunday
172,1899-12-30 12:13:07,2,4,8,2023,January,1,38,Lower Manhattan,5,Not Defined,Barista Espresso,Latte,Coffee,January,1,12,0,Sunday
173,1899-12-30 12:14:26,2,3,6,2023,January,1,35,Hell's Kitchen,8,Regular,Premium brewed coffee,Jamaican Coffee River,Coffee,January,1,12,0,Sunday
174,1899-12-30 12:17:38,2,2,5,2023,January,1,50,Hell's Kitchen,8,Regular,Brewed Black tea,Earl Grey,Tea,January,1,12,0,Sunday
175,1899-12-30 12:18:07,2,2,4,2023,January,1,25,Lower Manhattan,5,Small,Organic brewed coffee,Brazilian,Coffee,January,1,12,0,Sunday
176,1899-12-30 12:18:44,2,3,6,2023,January,1,49,Astoria,3,Large,Brewed Black tea,English Breakfast,Tea,January,1,12,0,Sunday
177,1899-12-30 12:20:16,2,4,8,2023,January,1,60,Astoria,3,Regular,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,January,1,12,0,Sunday
178,1899-12-30 12:23:39,1,3,3,2023,January,1,24,Astoria,3,Large,Drip coffee,Our Old Time Diner Blend,Coffee,January,1,12,0,Sunday
179,1899-12-30 12:27:06,2,4,8,2023,January,1,41,Lower Manhattan,5,Large,Barista Espresso,Cappuccino,Coffee,January,1,12,0,Sunday
180,1899-12-30 12:30:46,2,2,5,2023,January,1,44,Astoria,3,Regular,Brewed herbal tea,Peppermint,Tea,January,1,12,0,Sunday
181,1899-12-30 12:30:49,1,4,4,2023,January,1,38,Hell's Kitchen,8,Not Defined,Barista Espresso,Latte,Coffee,January,1,12,0,Sunday
182,1899-12-30 12:33:20,2,2,5,2023,January,1,54,Astoria,3,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,January,1,12,0,Sunday
183,1899-12-30 12:33:35,2,2,5,2023,January,1,29,Astoria,3,Regular,Gourmet brewed coffee,Columbian Medium Roast,Coffee,January,1,12,0,Sunday
184,1899-12-30 12:35:53,2,2,4,2023,January,1,31,Lower Manhattan,5,Small,Gourmet brewed coffee,Ethiopia,Coffee,January,1,12,0,Sunday
185,1899-12-30 12:36:57,1,4,4,2023,January,1,60,Hell's Kitchen,8,Regular,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,January,1,12,0,Sunday
186,1899-12-30 12:38:28,2,3,6,2023,January,1,49,Hell's Kitchen,8,Large,Brewed Black tea,English Breakfast,Tea,January,1,12,0,Sunday
187,1899-12-30 12:42:26,1,3,3,2023,January,1,53,Astoria,3,Large,Brewed Chai tea,Traditional Blend Chai,Tea,January,1,12,0,Sunday
188,1899-12-30 12:44:01,1,4,4,2023,January,1,60,Hell's Kitchen,8,Regular,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,January,1,12,0,Sunday
189,1899-12-30 12:44:31,1,3,3,2023,January,1,53,Astoria,3,Large,Brewed Chai tea,Traditional Blend Chai,Tea,January,1,12,0,Sunday
190,1899-12-30 12:44:32,1,2,2,2023,January,1,52,Astoria,3,Regular,Brewed Chai tea,Traditional Blend Chai,Tea,January,1,12,0,Sunday
191,1899-12-30 12:45:52,2,2,4,2023,January,1,28,Astoria,3,Small,Gourmet brewed coffee,Columbian Medium Roast,Coffee,January,1,12,0,Sunday
192,1899-12-30 12:46:22,1,3,3,2023,January,1,56,Astoria,3,Regular,Brewed Chai tea,Spicy Eye Opener Chai,Tea,January,1,12,0,Sunday
193,1899-12-30 12:46:26,1,2,2,2023,January,1,23,Astoria,3,Regular,Drip coffee,Our Old Time Diner Blend,Coffee,January,1,12,0,Sunday
194,1899-12-30 12:46:55,1,4,4,2023,January,1,33,Astoria,3,Large,Gourmet brewed coffee,Ethiopia,Coffee,January,1,12,0,Sunday
195,1899-12-30 12:46:55,1,4,4,2023,January,1,75,Astoria,3,Not Defined,Pastry,Croissant,Bakery,January,1,12,0,Sunday
196,1899-12-30 12:48:08,2,4,8,2023,January,1,38,Astoria,3,Not Defined,Barista Espresso,Latte,Coffee,January,1,12,0,Sunday
197,1899-12-30 12:49:48,1,3,3,2023,January,1,30,Hell's Kitchen,8,Large,Gourmet brewed coffee,Columbian Medium Roast,Coffee,January,1,12,0,Sunday
198,1899-12-30 12:50:15,1,4,4,2023,January,1,59,Astoria,3,Large,Hot chocolate,Dark chocolate,Drinking Chocolate,January,1,12,0,Sunday
199,1899-12-30 12:50:28,2,3,6,2023,January,1,32,Astoria,3,Regular,Gourmet brewed coffee,Ethiopia,Coffee,January,1,12,0,Sunday
200,1899-12-30 12:51:21,1,3,3,2023,January,1,53,Hell's Kitchen,8,Large,Brewed Chai tea,Traditional Blend Chai,Tea,January,1,12,0,Sunday
201,1899-12-30 12:51:57,1,5,5,2023,January,1,61,Lower Manhattan,5,Large,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,January,1,12,0,Sunday
202,1899-12-30 12:51:57,1,3,3,2023,January,1,72,Lower Manhattan,5,Not Defined,Scone,Ginger Scone,Bakery,January,1,12,0,Sunday
203,1899-12-30 12:52:18,1,3,3,2023,January,1,56,Lower Manhattan,5,Regular,Brewed Chai tea,Spicy Eye Opener Chai,Tea,January,1,12,0,Sunday
204,1899-12-30 12:52:18,1,4,4,2023,January,1,75,Lower Manhattan,5,Not Defined,Pastry,Croissant,Bakery,January,1,12,0,Sunday
205,1899-12-30 12:53:11,2,2,5,2023,January,1,29,Hell's Kitchen,8,Regular,Gourmet brewed coffee,Columbian Medium Roast,Coffee,January,1,12,0,Sunday
206,1899-12-30 12:53:59,1,3,3,2023,January,1,37,Hell's Kitchen,8,Not Defined,Barista Espresso,Espresso shot,Coffee,January,1,12,0,Sunday
207,1899-12-30 12:55:25,1,3,3,2023,January,1,49,Astoria,3,Large,Brewed Black tea,English Breakfast,Tea,January,1,12,0,Sunday
208,1899-12-30 12:55:27,1,3,3,2023,January,1,57,Lower Manhattan,5,Large,Brewed Chai tea,Spicy Eye Opener Chai,Tea,January,1,12,0,Sunday
209,1899-12-30 12:55:27,1,4,4,2023,January,1,75,Lower Manhattan,5,Not Defined,Pastry,Croissant,Bakery,January,1,12,0,Sunday
210,1899-12-30 12:55:36,1,3,3,2023,January,1,45,Hell's Kitchen,8,Large,Brewed herbal tea,Peppermint,Tea,January,1,12,0,Sunday
211,1899-12-30 12:55:53,2,3,6,2023,January,1,26,Hell's Kitchen,8,Regular,Organic brewed coffee,Brazilian,Coffee,January,1,12,0,Sunday
212,1899-12-30 12:56:33,1,5,5,2023,January,1,61,Astoria,3,Large,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,January,1,12,0,Sunday
213,1899-12-30 12:56:59,1,3,3,2023,January,1,47,Astoria,3,Large,Brewed Green tea,Serenity Green Tea,Tea,January,1,12,0,Sunday
214,1899-12-30 12:58:54,2,2,5,2023,January,1,44,Astoria,3,Regular,Brewed herbal tea,Peppermint,Tea,January,1,12,0,Sunday
215,1899-12-30 12:59:06,1,4,4,2023,January,1,36,Hell's Kitchen,8,Large,Premium brewed coffee,Jamaican Coffee River,Coffee,January,1,12,0,Sunday
216,1899-12-30 13:00:38,2,3,6,2023,January,1,30,Lower Manhattan,5,Large,Gourmet brewed coffee,Columbian Medium Roast,Coffee,January,1,13,0,Sunday
217,1899-12-30 13:01:33,2,2,4,2023,January,1,25,Lower Manhattan,5,Small,Organic brewed coffee,Brazilian,Coffee,January,1,13,0,Sunday
218,1899-12-30 13:02:40,1,3,3,2023,January,1,49,Hell's Kitchen,8,Large,Brewed Black tea,English Breakfast,Tea,January,1,13,0,Sunday
219,1899-12-30 13:02:40,1,4,4,2023,January,1,78,Hell's Kitchen,8,Not Defined,Scone,Scottish Cream Scone,Bakery,January,1,13,0,Sunday
220,1899-12-30 13:02:52,1,3,3,2023,January,1,26,Hell's Kitchen,8,Regular,Organic brewed coffee,Brazilian,Coffee,January,1,13,0,Sunday
221,1899-12-30 13:03:13,2,3,6,2023,January,1,43,Astoria,3,Large,Brewed herbal tea,Lemon Grass,Tea,January,1,13,0,Sunday
222,1899-12-30 13:04:01,2,2,4,2023,January,1,25,Hell's Kitchen,8,Small,Organic brewed coffee,Brazilian,Coffee,January,1,13,0,Sunday
223,1899-12-30 13:04:01,1,3,3,2023,January,1,72,Hell's Kitchen,8,Not Defined,Scone,Ginger Scone,Bakery,January,1,13,0,Sunday
224,1899-12-30 13:04:22,2,2,5,2023,January,1,42,Hell's Kitchen,8,Regular,Brewed herbal tea,Lemon Grass,Tea,January,1,13,0,Sunday
225,1899-12-30 13:04:37,2,2,5,2023,January,1,54,Hell's Kitchen,8,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,January,1,13,0,Sunday
226,1899-12-30 13:04:51,1,2,2,2023,January,1,22,Astoria,3,Small,Drip coffee,Our Old Time Diner Blend,Coffee,January,1,13,0,Sunday
227,1899-12-30 13:05:56,1,4,4,2023,January,1,58,Astoria,3,Regular,Hot chocolate,Dark chocolate,Drinking Chocolate,January,1,13,0,Sunday
228,1899-12-30 13:07:37,2,3,6,2023,January,1,24,Lower Manhattan,5,Large,Drip coffee,Our Old Time Diner Blend,Coffee,January,1,13,0,Sunday
229,1899-12-30 13:09:03,1,3,3,2023,January,1,35,Astoria,3,Regular,Premium brewed coffee,Jamaican Coffee River,Coffee,January,1,13,0,Sunday
230,1899-12-30 13:12:03,2,3,6,2023,January,1,30,Lower Manhattan,5,Large,Gourmet brewed coffee,Columbian Medium Roast,Coffee,January,1,13,0,Sunday
231,1899-12-30 13:13:09,1,4,4,2023,January,1,60,Lower Manhattan,5,Regular,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,January,1,13,0,Sunday
232,1899-12-30 13:17:30,1,3,3,2023,January,1,56,Hell's Kitchen,8,Regular,Brewed Chai tea,Spicy Eye Opener Chai,Tea,January,1,13,0,Sunday
233,1899-12-30 13:17:32,2,4,8,2023,January,1,55,Astoria,3,Large,Brewed Chai tea,Morning Sunrise Chai,Tea,January,1,13,0,Sunday
234,1899-12-30 13:18:34,2,3,6,2023,January,1,49,Hell's Kitchen,8,Large,Brewed Black tea,English Breakfast,Tea,January,1,13,0,Sunday
235,1899-12-30 13:19:09,1,4,4,2023,January,1,55,Hell's Kitchen,8,Large,Brewed Chai tea,Morning Sunrise Chai,Tea,January,1,13,0,Sunday
236,1899-12-30 13:19:09,1,4,4,2023,January,1,75,Hell's Kitchen,8,Not Defined,Pastry,Croissant,Bakery,January,1,13,0,Sunday
237,1899-12-30 13:19:36,1,2,2,2023,January,1,23,Astoria,3,Regular,Drip coffee,Our Old Time Diner Blend,Coffee,January,1,13,0,Sunday
238,1899-12-30 13:19:56,2,2,4,2023,January,1,31,Hell's Kitchen,8,Small,Gourmet brewed coffee,Ethiopia,Coffee,January,1,13,0,Sunday
239,1899-12-30 13:20:51,2,3,6,2023,January,1,35,Astoria,3,Regular,Premium brewed coffee,Jamaican Coffee River,Coffee,January,1,13,0,Sunday
240,1899-12-30 13:21:23,2,4,8,2023,January,1,38,Astoria,3,Not Defined,Barista Espresso,Latte,Coffee,January,1,13,0,Sunday
241,1899-12-30 13:22:11,1,2,2,2023,January,1,23,Lower Manhattan,5,Regular,Drip coffee,Our Old Time Diner Blend,Coffee,January,1,13,0,Sunday
242,1899-12-30 13:22:45,2,2,5,2023,January,1,46,Astoria,3,Regular,Brewed Green tea,Serenity Green Tea,Tea,January,1,13,0,Sunday
243,1899-12-30 13:23:54,2,4,7,2023,January,1,58,Astoria,3,Regular,Hot chocolate,Dark chocolate,Drinking Chocolate,January,1,13,0,Sunday
244,1899-12-30 13:24:29,2,4,8,2023,January,1,60,Lower Manhattan,5,Regular,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,January,1,13,0,Sunday
245,1899-12-30 13:30:49,2,2,4,2023,January,1,31,Lower Manhattan,5,Small,Gourmet brewed coffee,Ethiopia,Coffee,January,1,13,0,Sunday
246,1899-12-30 13:32:07,2,2,4,2023,January,1,25,Lower Manhattan,5,Small,Organic brewed coffee,Brazilian,Coffee,January,1,13,0,Sunday
247,1899-12-30 13:32:34,1,3,3,2023,January,1,87,Lower Manhattan,5,Not Defined,Barista Espresso,Ouro Brasileiro shot,Coffee,January,1,13,0,Sunday
248,1899-12-30 13:34:12,2,2,4,2023,January,1,28,Astoria,3,Small,Gourmet brewed coffee,Columbian Medium Roast,Coffee,January,1,13,0,Sunday
249,1899-12-30 13:38:09,1,4,4,2023,January,1,27,Hell's Kitchen,8,Large,Organic brewed coffee,Brazilian,Coffee,January,1,13,0,Sunday
250,1899-12-30 13:38:11,2,4,8,2023,January,1,40,Hell's Kitchen,8,Not Defined,Barista Espresso,Cappuccino,Coffee,January,1,13,0,Sunday
251,1899-12-30 13:39:41,1,3,3,2023,January,1,51,Lower Manhattan,5,Large,Brewed Black tea,Earl Grey,Tea,January,1,13,0,Sunday
252,1899-12-30 13:40:47,2,2,5,2023,January,1,54,Astoria,3,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,January,1,13,0,Sunday
253,1899-12-30 13:41:09,2,2,5,2023,January,1,42,Astoria,3,Regular,Brewed herbal tea,Lemon Grass,Tea,January,1,13,0,Sunday
254,1899-12-30 13:42:10,1,3,3,2023,January,1,43,Astoria,3,Large,Brewed herbal tea,Lemon Grass,Tea,January,1,13,0,Sunday
255,1899-12-30 13:42:49,1,4,4,2023,January,1,36,Lower Manhattan,5,Large,Premium brewed coffee,Jamaican Coffee River,Coffee,January,1,13,0,Sunday
256,1899-12-30 13:42:58,1,2,2,2023,January,1,52,Lower Manhattan,5,Regular,Brewed Chai tea,Traditional Blend Chai,Tea,January,1,13,0,Sunday
257,1899-12-30 13:42:58,1,3,3,2023,January,1,72,Lower Manhattan,5,Not Defined,Scone,Ginger Scone,Bakery,January,1,13,0,Sunday
258,1899-12-30 13:43:18,2,2,5,2023,January,1,54,Astoria,3,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,January,1,13,0,Sunday
259,1899-12-30 13:43:18,1,3,3,2023,January,1,69,Astoria,3,Not Defined,Biscotti,Hazelnut Biscotti,Bakery,January,1,13,0,Sunday
260,1899-12-30 13:43:41,2,2,4,2023,January,1,25,Lower Manhattan,5,Small,Organic brewed coffee,Brazilian,Coffee,January,1,13,0,Sunday
261,1899-12-30 13:44:26,1,3,3,2023,January,1,57,Astoria,3,Large,Brewed Chai tea,Spicy Eye Opener Chai,Tea,January,1,13,0,Sunday
262,1899-12-30 13:47:51,1,4,4,2023,January,1,40,Hell's Kitchen,8,Not Defined,Barista Espresso,Cappuccino,Coffee,January,1,13,0,Sunday
263,1899-12-30 13:49:03,2,2,4,2023,January,1,22,Hell's Kitchen,8,Small,Drip coffee,Our Old Time Diner Blend,Coffee,January,1,13,0,Sunday
264,1899-12-30 13:50:09,1,3,3,2023,January,1,53,Lower Manhattan,5,Large,Brewed Chai tea,Traditional Blend Chai,Tea,January,1,13,0,Sunday
265,1899-12-30 13:50:47,2,2,5,2023,January,1,54,Hell's Kitchen,8,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,January,1,13,0,Sunday
266,1899-12-30 13:51:56,2,3,6,2023,January,1,32,Hell's Kitchen,8,Regular,Gourmet brewed coffee,Ethiopia,Coffee,January,1,13,0,Sunday
267,1899-12-30 13:53:04,2,4,8,2023,January,1,38,Astoria,3,Not Defined,Barista Espresso,Latte,Coffee,January,1,13,0,Sunday
268,1899-12-30 13:53:31,1,4,4,2023,January,1,33,Hell's Kitchen,8,Large,Gourmet brewed coffee,Ethiopia,Coffee,January,1,13,0,Sunday
269,1899-12-30 13:54:18,2,2,4,2023,January,1,22,Hell's Kitchen,8,Small,Drip coffee,Our Old Time Diner Blend,Coffee,January,1,13,0,Sunday
270,1899-12-30 13:55:04,1,2,2,2023,January,1,42,Lower Manhattan,5,Regular,Brewed herbal tea,Lemon Grass,Tea,January,1,13,0,Sunday
271,1899-12-30 13:55:50,2,3,6,2023,January,1,45,Hell's Kitchen,8,Large,Brewed herbal tea,Peppermint,Tea,January,1,13,0,Sunday
272,1899-12-30 13:56:15,2,2,5,2023,January,1,48,Hell's Kitchen,8,Regular,Brewed Black tea,English Breakfast,Tea,January,1,13,0,Sunday
273,1899-12-30 13:56:24,1,3,3,2023,January,1,53,Hell's Kitchen,8,Large,Brewed Chai tea,Traditional Blend Chai,Tea,January,1,13,0,Sunday
274,1899-12-30 13:57:34,2,4,7,2023,January,1,27,Lower Manhattan,5,Large,Organic brewed coffee,Brazilian,Coffee,January,1,13,0,Sunday
275,1899-12-30 13:57:34,1,4,4,2023,January,1,71,Lower Manhattan,5,Not Defined,Pastry,Chocolate Croissant,Bakery,January,1,13,0,Sunday
276,1899-12-30 13:58:10,2,2,5,2023,January,1,46,Astoria,3,Regular,Brewed Green tea,Serenity Green Tea,Tea,January,1,13,0,Sunday
277,1899-12-30 13:58:11,1,2,2,2023,January,1,34,Lower Manhattan,5,Small,Premium brewed coffee,Jamaican Coffee River,Coffee,January,1,13,0,Sunday
278,1899-12-30 13:59:58,2,4,8,2023,January,1,39,Lower Manhattan,5,Regular,Barista Espresso,Latte,Coffee,January,1,13,0,Sunday
279,1899-12-30 14:03:34,2,2,4,2023,January,1,25,Lower Manhattan,5,Small,Organic brewed coffee,Brazilian,Coffee,January,1,14,0,Sunday
280,1899-12-30 14:03:34,1,3,3,2023,January,1,69,Lower Manhattan,5,Not Defined,Biscotti,Hazelnut Biscotti,Bakery,January,1,14,0,Sunday
281,1899-12-30 14:03:41,1,3,3,2023,January,1,32,Astoria,3,Regular,Gourmet brewed coffee,Ethiopia,Coffee,January,1,14,0,Sunday
282,1899-12-30 14:07:12,2,4,8,2023,January,1,41,Astoria,3,Large,Barista Espresso,Cappuccino,Coffee,January,1,14,0,Sunday
283,1899-12-30 14:07:56,1,2,2,2023,January,1,23,Astoria,3,Regular,Drip coffee,Our Old Time Diner Blend,Coffee,January,1,14,0,Sunday
284,1899-12-30 14:08:03,1,3,3,2023,January,1,24,Hell's Kitchen,8,Large,Drip coffee,Our Old Time Diner Blend,Coffee,January,1,14,0,Sunday
285,1899-12-30 14:08:03,1,4,4,2023,January,1,71,Hell's Kitchen,8,Not Defined,Pastry,Chocolate Croissant,Bakery,January,1,14,0,Sunday
286,1899-12-30 14:11:14,2,4,8,2023,January,1,60,Hell's Kitchen,8,Regular,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,January,1,14,0,Sunday
287,1899-12-30 14:13:28,2,3,6,2023,January,1,57,Lower Manhattan,5,Large,Brewed Chai tea,Spicy Eye Opener Chai,Tea,January,1,14,0,Sunday
288,1899-12-30 14:19:57,2,2,5,2023,January,1,23,Lower Manhattan,5,Regular,Drip coffee,Our Old Time Diner Blend,Coffee,January,1,14,0,Sunday
289,1899-12-30 14:20:06,2,3,6,2023,January,1,35,Astoria,3,Regular,Premium brewed coffee,Jamaican Coffee River,Coffee,January,1,14,0,Sunday
290,1899-12-30 14:20:08,2,2,5,2023,January,1,42,Astoria,3,Regular,Brewed herbal tea,Lemon Grass,Tea,January,1,14,0,Sunday
291,1899-12-30 14:22:01,2,3,6,2023,January,1,49,Hell's Kitchen,8,Large,Brewed Black tea,English Breakfast,Tea,January,1,14,0,Sunday
292,1899-12-30 14:22:38,2,4,8,2023,January,1,39,Lower Manhattan,5,Regular,Barista Espresso,Latte,Coffee,January,1,14,0,Sunday
293,1899-12-30 14:23:28,1,4,4,2023,January,1,55,Hell's Kitchen,8,Large,Brewed Chai tea,Morning Sunrise Chai,Tea,January,1,14,0,Sunday
294,1899-12-30 14:23:28,1,4,4,2023,January,1,71,Hell's Kitchen,8,Not Defined,Pastry,Chocolate Croissant,Bakery,January,1,14,0,Sunday
295,1899-12-30 14:24:55,2,4,8,2023,January,1,41,Astoria,3,Large,Barista Espresso,Cappuccino,Coffee,January,1,14,0,Sunday
296,1899-12-30 14:24:55,1,4,4,2023,January,1,79,Astoria,3,Not Defined,Scone,Jumbo Savory Scone,Bakery,January,1,14,0,Sunday
297,1899-12-30 14:25:32,2,4,7,2023,January,1,58,Astoria,3,Regular,Hot chocolate,Dark chocolate,Drinking Chocolate,January,1,14,0,Sunday
298,1899-12-30 14:25:39,2,3,6,2023,January,1,24,Lower Manhattan,5,Large,Drip coffee,Our Old Time Diner Blend,Coffee,January,1,14,0,Sunday
299,1899-12-30 14:26:36,1,5,5,2023,January,1,61,Hell's Kitchen,8,Large,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,January,1,14,0,Sunday
300,1899-12-30 14:29:05,2,3,6,2023,January,1,45,Lower Manhattan,5,Large,Brewed herbal tea,Peppermint,Tea,January,1,14,0,Sunday
301,1899-12-30 14:29:50,2,3,6,2023,January,1,49,Lower Manhattan,5,Large,Brewed Black tea,English Breakfast,Tea,January,1,14,0,Sunday
302,1899-12-30 14:29:50,1,4,4,2023,January,1,78,Lower Manhattan,5,Not Defined,Scone,Scottish Cream Scone,Bakery,January,1,14,0,Sunday
303,1899-12-30 14:30:51,1,2,2,2023,January,1,48,Hell's Kitchen,8,Regular,Brewed Black tea,English Breakfast,Tea,January,1,14,0,Sunday
304,1899-12-30 14:30:58,1,3,3,2023,January,1,57,Lower Manhattan,5,Large,Brewed Chai tea,Spicy Eye Opener Chai,Tea,January,1,14,0,Sunday
305,1899-12-30 14:31:26,1,2,2,2023,January,1,42,Lower Manhattan,5,Regular,Brewed herbal tea,Lemon Grass,Tea,January,1,14,0,Sunday
306,1899-12-30 14:32:20,2,3,6,2023,January,1,30,Hell's Kitchen,8,Large,Gourmet brewed coffee,Columbian Medium Roast,Coffee,January,1,14,0,Sunday
307,1899-12-30 14:32:42,2,4,8,2023,January,1,41,Lower Manhattan,5,Large,Barista Espresso,Cappuccino,Coffee,January,1,14,0,Sunday
308,1899-12-30 14:32:54,2,4,8,2023,January,1,39,Hell's Kitchen,8,Regular,Barista Espresso,Latte,Coffee,January,1,14,0,Sunday
309,1899-12-30 14:35:47,1,4,4,2023,January,1,55,Astoria,3,Large,Brewed Chai tea,Morning Sunrise Chai,Tea,January,1,14,0,Sunday
310,1899-12-30 14:36:23,2,3,6,2023,January,1,30,Astoria,3,Large,Gourmet brewed coffee,Columbian Medium Roast,Coffee,January,1,14,0,Sunday
311,1899-12-30 14:36:35,1,3,3,2023,January,1,57,Lower Manhattan,5,Large,Brewed Chai tea,Spicy Eye Opener Chai,Tea,January,1,14,0,Sunday
312,1899-12-30 14:37:48,1,2,2,2023,January,1,44,Lower Manhattan,5,Regular,Brewed herbal tea,Peppermint,Tea,January,1,14,0,Sunday
313,1899-12-30 14:39:06,1,3,3,2023,January,1,87,Lower Manhattan,5,Not Defined,Barista Espresso,Ouro Brasileiro shot,Coffee,January,1,14,0,Sunday
314,1899-12-30 14:39:48,2,2,5,2023,January,1,34,Hell's Kitchen,8,Small,Premium brewed coffee,Jamaican Coffee River,Coffee,January,1,14,0,Sunday
315,1899-12-30 14:42:39,2,5,10,2023,January,1,61,Lower Manhattan,5,Large,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,January,1,14,0,Sunday
316,1899-12-30 14:43:13,2,2,5,2023,January,1,50,Astoria,3,Regular,Brewed Black tea,Earl Grey,Tea,January,1,14,0,Sunday
317,1899-12-30 14:45:31,1,3,3,2023,January,1,47,Astoria,3,Large,Brewed Green tea,Serenity Green Tea,Tea,January,1,14,0,Sunday
318,1899-12-30 14:46:09,1,2,2,2023,January,1,48,Hell's Kitchen,8,Regular,Brewed Black tea,English Breakfast,Tea,January,1,14,0,Sunday
319,1899-12-30 14:47:29,1,3,3,2023,January,1,24,Hell's Kitchen,8,Large,Drip coffee,Our Old Time Diner Blend,Coffee,January,1,14,0,Sunday
320,1899-12-30 14:47:29,1,4,4,2023,January,1,75,Hell's Kitchen,8,Not Defined,Pastry,Croissant,Bakery,January,1,14,0,Sunday
321,1899-12-30 14:49:49,2,3,6,2023,January,1,51,Hell's Kitchen,8,Large,Brewed Black tea,Earl Grey,Tea,January,1,14,0,Sunday
322,1899-12-30 14:51:19,2,3,6,2023,January,1,43,Lower Manhattan,5,Large,Brewed herbal tea,Lemon Grass,Tea,January,1,14,0,Sunday
323,1899-12-30 14:55:34,2,2,5,2023,January,1,34,Astoria,3,Small,Premium brewed coffee,Jamaican Coffee River,Coffee,January,1,14,0,Sunday
324,1899-12-30 14:58:07,2,3,6,2023,January,1,30,Hell's Kitchen,8,Large,Gourmet brewed coffee,Columbian Medium Roast,Coffee,January,1,14,0,Sunday
325,1899-12-30 14:58:35,1,3,3,2023,January,1,43,Astoria,3,Large,Brewed herbal tea,Lemon Grass,Tea,January,1,14,0,Sunday
326,1899-12-30 15:02:04,2,4,8,2023,January,1,39,Astoria,3,Regular,Barista Espresso,Latte,Coffee,January,1,15,0,Sunday
327,1899-12-30 15:02:28,1,4,4,2023,January,1,38,Hell's Kitchen,8,Not Defined,Barista Espresso,Latte,Coffee,January,1,15,0,Sunday
328,1899-12-30 15:06:27,2,2,4,2023,January,1,25,Lower Manhattan,5,Small,Organic brewed coffee,Brazilian,Coffee,January,1,15,0,Sunday
329,1899-12-30 15:08:28,2,3,6,2023,January,1,43,Astoria,3,Large,Brewed herbal tea,Lemon Grass,Tea,January,1,15,0,Sunday
330,1899-12-30 15:09:37,1,2,2,2023,January,1,22,Astoria,3,Small,Drip coffee,Our Old Time Diner Blend,Coffee,January,1,15,0,Sunday
331,1899-12-30 15:09:54,1,5,5,2023,January,1,61,Hell's Kitchen,8,Large,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,January,1,15,0,Sunday
332,1899-12-30 15:10:10,1,4,4,2023,January,1,40,Lower Manhattan,5,Not Defined,Barista Espresso,Cappuccino,Coffee,January,1,15,0,Sunday
333,1899-12-30 15:10:10,1,4,4,2023,January,1,75,Lower Manhattan,5,Not Defined,Pastry,Croissant,Bakery,January,1,15,0,Sunday
334,1899-12-30 15:12:22,1,3,3,2023,January,1,24,Astoria,3,Large,Drip coffee,Our Old Time Diner Blend,Coffee,January,1,15,0,Sunday
